Loading parameters from parameters.yml: a success
Starting Simulation
day	diversity	tmrca	netau	serialInterval	antigenicDiversity	N	S	I	R	cases	meanLoad	antigenicTypes	cumulativeTypes
New ant mutant distance = 0.004107687775946097 Day = 1 Antigen Mutation on Type = 0
3110	8.956	8.375	1.522	0.060	0.000	4000	3981	19	0	3	11.000	1	1
3120	8.768	8.533	1.712	0.062	0.000	4000	3980	20	0	4	11.000	1	1
3130	8.963	8.542	2.107	0.100	0.000	4000	3979	21	0	3	10.000	1	1
3140	10.062	8.559	3.425	0.091	0.000	4000	3979	21	0	5	10.000	1	1
3150	10.122	8.573	3.914	0.085	0.000	4000	3980	20	0	3	10.000	1	1
3160	9.780	8.582	4.566	0.084	0.000	4000	3979	21	0	4	10.000	1	1
3170	9.580	8.575	3.425	0.091	0.000	4000	3980	20	0	1	10.000	1	1
3180	9.308	8.603	2.283	0.072	0.000	4000	3980	20	0	2	10.000	1	1
3190	9.048	8.729	2.283	0.068	0.000	4000	3979	21	0	4	10.000	1	1
3200	9.100	8.703	1.826	0.069	0.000	4000	3980	20	0	1	10.000	1	1
3210	9.268	8.755	1.957	0.112	0.000	4000	3979	21	0	7	10.000	1	1
3220	9.261	8.795	2.740	0.111	0.000	4000	3980	20	0	1	10.000	1	1
3230	9.734	8.823	2.107	0.073	0.000	4000	3979	21	0	4	10.000	1	1
3240	10.277	8.832	3.425	0.064	0.000	4000	3980	20	0	7	10.000	1	1
3250	10.493	8.851	2.491	0.074	0.000	4000	3979	21	0	4	10.000	1	1
3260	9.794	8.862	2.491	0.060	0.000	4000	3980	20	0	3	10.000	1	1
3270	9.804	8.929	2.283	0.075	0.000	4000	3979	21	0	2	10.000	1	1
3280	10.271	8.947	3.425	0.069	0.000	4000	3980	20	0	7	10.000	1	1
3290	9.741	8.971	2.491	0.069	0.000	4000	3980	20	0	4	10.000	1	1
3300	10.332	8.984	3.914	0.064	0.000	4000	3980	20	0	4	10.000	1	1
3310	9.556	8.992	1.826	0.055	0.000	4000	3980	20	0	3	10.000	1	1
3320	9.427	9.010	1.522	0.067	0.000	4000	3980	20	0	3	10.000	1	1
3330	10.584	9.015	2.107	0.069	0.000	4000	3980	20	0	5	10.000	1	1
3340	9.301	9.018	3.044	0.054	0.000	4000	3980	20	0	2	10.000	1	1
3350	10.457	9.033	3.914	0.058	0.000	4000	3980	20	0	2	10.000	1	1
3360	9.706	9.062	2.740	0.054	0.000	4000	3980	20	0	4	10.000	1	1
3370	10.281	9.223	2.491	0.075	0.000	4000	3978	22	0	6	10.000	1	1
3380	9.609	9.223	2.107	0.060	0.000	4000	3980	20	0	0	10.000	1	1
3390	10.546	9.247	3.425	0.070	0.000	4000	3979	21	0	3	10.000	1	1
3400	10.127	9.247	2.107	0.083	0.000	4000	3980	20	0	4	10.000	1	1
3410	10.779	9.312	3.044	0.077	0.000	4000	3981	19	0	2	10.000	1	1
3420	9.932	9.356	1.826	0.073	0.000	4000	3981	19	0	6	10.000	1	1
3430	10.525	9.375	3.425	0.077	0.000	4000	3981	19	0	2	10.000	1	1
3440	11.315	9.411	3.425	0.084	0.000	4000	3981	19	0	2	10.000	1	1
3450	10.617	9.426	1.712	0.087	0.000	4000	3981	19	0	3	11.000	1	1
3460	9.767	9.456	1.957	0.123	0.000	4000	3979	21	0	4	10.000	1	1
3470	10.203	9.473	1.826	0.056	0.000	4000	3981	19	0	3	10.000	1	1
3480	10.691	9.485	1.957	0.083	0.000	4000	3981	19	0	1	10.000	1	1
3490	9.667	9.496	1.712	0.087	0.000	4000	3981	19	0	3	10.000	1	1
3500	10.939	9.512	3.044	0.071	0.000	4000	3980	20	0	2	10.000	1	1
3510	9.488	9.456	1.712	0.072	0.000	4000	3981	19	0	2	10.000	1	1
3520	11.029	9.544	2.491	0.115	0.000	4000	3979	21	0	6	10.000	1	1
3530	9.654	9.555	1.957	0.091	0.000	4000	3981	19	0	2	10.000	1	1
3540	11.262	9.564	4.566	0.097	0.000	4000	3981	19	0	4	10.000	1	1
3550	11.317	9.697	2.491	0.097	0.000	4000	3981	19	0	2	10.000	1	1
3560	11.840	9.707	3.044	0.099	0.000	4000	3981	19	0	0	10.000	1	1
3570	10.744	9.778	1.826	0.100	0.000	4000	3979	21	0	4	10.000	1	1
3580	9.011	9.792	1.370	0.107	0.000	4000	3981	19	0	3	10.000	1	1
3590	10.829	9.808	1.826	0.093	0.000	4000	3980	20	0	1	10.000	1	1
3600	10.590	9.810	2.283	0.095	0.000	4000	3980	20	0	3	10.000	1	1
3610	10.551	9.792	2.107	0.083	0.000	4000	3981	19	0	2	10.000	1	1
3620	10.393	9.849	1.957	0.069	0.000	4000	3980	20	0	6	10.000	1	1
3630	11.756	9.858	4.566	0.080	0.000	4000	3981	19	0	3	10.000	1	1
3640	11.119	9.858	2.740	0.069	0.000	4000	3981	19	0	1	10.000	1	1
3650	10.086	9.888	1.957	0.106	0.000	4000	3981	19	0	2	10.000	1	1
Printing tree with 25 tips

