date	diversity	tmrca	netau	serialInterval	antigenicDiversity	totalN	totalS	totalI	totalR	totalCases	tropicsDiversity	tropicsTmrca	tropicsNetau	tropicsSerialInterval	tropicsAntigenicDiversity	tropicsN	tropicsS	tropicsI	tropicsR	tropicsCases
5.7260	6.2606	5.7041	2.7397	0.06775	0.0000	4000	3981	19	0	4	6.6058	5.7041	3.0441	0.08345	0.0000	4000	3981	19	0	4
5.7534	6.4847	5.7110	3.0441	0.06153	0.0000	4000	3981	19	0	3	6.2899	5.7041	2.2831	0.06893	0.0000	4000	3981	19	0	3
5.7808	6.6090	5.7658	3.4247	0.06263	0.0000	4000	3981	19	0	4	6.3252	5.7644	1.7123	0.08173	0.0000	4000	3981	19	0	4
5.8082	6.1501	5.7836	1.7123	0.07005	0.0000	4000	3980	20	0	4	6.3905	5.7836	1.9569	0.07945	0.0000	4000	3980	20	0	4
5.8356	6.6345	5.7973	1.7123	0.11030	0.0000	4000	3980	20	0	3	6.5672	5.7973	2.2831	0.09375	0.0000	4000	3980	20	0	3
5.8630	6.1825	5.8356	2.7397	0.06888	0.0000	4000	3981	19	0	3	6.5708	5.8562	3.0441	0.07929	0.0000	4000	3981	19	0	3
5.8904	6.1525	5.8671	1.8265	0.07701	0.0000	4000	3981	19	0	5	6.6543	5.8685	3.4247	0.06995	0.0000	4000	3981	19	0	5
5.9178	6.1581	5.8808	2.2831	0.08986	0.0000	4000	3981	19	0	2	6.7496	5.8808	2.2831	0.09397	0.0000	4000	3981	19	0	2
5.9452	6.9988	5.9000	2.4907	0.09740	0.0000	4000	3980	20	0	2	6.9045	5.9000	2.7397	0.09107	0.0000	4000	3980	20	0	2
5.9726	6.6098	5.9110	1.6116	0.07063	0.0000	4000	3981	19	0	5	6.4942	5.9110	2.1075	0.07477	0.0000	4000	3981	19	0	5
6.0000	7.0767	5.9205	3.4247	0.07003	0.0000	4000	3981	19	0	3	6.4096	5.9205	1.7123	0.07438	0.0000	4000	3981	19	0	3
6.0274	6.9469	5.9411	2.2831	0.08326	0.0000	4000	3980	20	0	5	6.7365	5.9411	1.9569	0.06375	0.0000	4000	3980	20	0	5
6.0548	6.9135	6.0137	2.7397	0.12833	0.0000	4000	3981	19	0	2	7.3444	6.0370	4.5662	0.11619	0.0000	4000	3981	19	0	2
6.0822	6.8357	6.0521	1.8265	0.07707	0.0000	4000	3981	19	0	2	6.6384	6.0521	1.8265	0.09688	0.0000	4000	3981	19	0	2
6.1096	7.0304	6.0781	2.2831	0.09047	0.0000	4000	3979	21	0	4	7.3215	6.0781	2.2831	0.07953	0.0000	4000	3979	21	0	4
6.1370	6.9407	6.1233	2.4907	0.08077	0.0000	4000	3981	19	0	4	6.8497	6.1205	1.9569	0.08027	0.0000	4000	3981	19	0	4
6.1644	6.3798	6.1384	1.7123	0.08668	0.0000	4000	3981	19	0	5	7.0078	6.1384	2.7397	0.08263	0.0000	4000	3981	19	0	5
6.1918	7.5603	6.1671	3.9139	0.06047	0.0000	4000	3981	19	0	4	6.6271	6.1795	2.7397	0.07447	0.0000	4000	3981	19	0	4
6.2192	7.4246	6.1973	1.9569	0.06641	0.0000	4000	3980	20	0	5	7.0441	6.1740	1.9569	0.07030	0.0000	4000	3980	20	0	5
6.2466	7.5738	6.2082	2.7397	0.05063	0.0000	4000	3981	19	0	5	7.2623	6.2000	3.4247	0.05263	0.0000	4000	3981	19	0	5
6.2740	6.8170	6.2151	3.0441	0.07619	0.0000	4000	3981	19	0	4	7.1153	6.2233	2.4907	0.09071	0.0000	4000	3981	19	0	4
6.3014	7.2556	6.2356	2.4907	0.08348	0.0000	4000	3981	19	0	2	6.7274	6.2082	1.9569	0.08710	0.0000	4000	3981	19	0	2
6.3288	6.4158	6.2507	1.7123	0.03945	0.0000	4000	3981	19	0	5	6.9961	6.2151	2.4907	0.05332	0.0000	4000	3981	19	0	5
6.3562	6.9679	6.2630	2.2831	0.04249	0.0000	4000	3981	19	0	4	7.6130	6.2575	3.0441	0.06567	0.0000	4000	3981	19	0	4
6.3836	7.3238	6.3685	2.2831	0.07449	0.0000	4000	3981	19	0	2	7.7550	6.3685	2.7397	0.07340	0.0000	4000	3981	19	0	2
6.4110	7.3424	6.3945	3.0441	0.04156	0.0000	4000	3981	19	0	8	7.1289	6.3945	1.8265	0.04849	0.0000	4000	3981	19	0	8
6.4384	7.3923	6.4096	3.0441	0.03537	0.0000	4000	3980	20	0	4	7.6909	6.4096	3.0441	0.04910	0.0000	4000	3980	20	0	4
6.4658	7.4594	6.4205	2.4907	0.04364	0.0000	4000	3981	19	0	4	7.4118	6.4178	1.9569	0.04934	0.0000	4000	3981	19	0	4
6.4932	7.4552	6.4315	2.7397	0.02784	0.0000	4000	3981	19	0	2	6.9965	6.4315	1.4420	0.02332	0.0000	4000	3981	19	0	2
6.5205	7.2347	6.5055	1.7123	0.04293	0.0000	4000	3981	19	0	3	6.9809	6.4795	2.4907	0.03874	0.0000	4000	3981	19	0	3
6.5479	6.8740	6.5192	2.1075	0.04723	0.0000	4000	3981	19	0	3	7.6578	6.5192	1.7123	0.05167	0.0000	4000	3981	19	0	3
6.5753	8.0931	6.5726	3.4247	0.06329	0.0000	4000	3979	21	0	6	7.4618	6.5726	1.8265	0.05756	0.0000	4000	3979	21	0	6
6.6027	7.6088	6.5836	3.4247	0.05723	0.0000	4000	3981	19	0	5	7.5949	6.5836	2.4907	0.05359	0.0000	4000	3981	19	0	5
6.6301	7.9512	6.6000	4.5662	0.06362	0.0000	4000	3980	20	0	2	7.1698	6.5836	1.5221	0.06638	0.0000	4000	3980	20	0	2
6.6575	7.6138	6.6014	3.0441	0.04389	0.0000	4000	3980	20	0	7	6.8553	6.6397	1.6116	0.03984	0.0000	4000	3980	20	0	7
6.6849	7.9624	6.6562	2.4907	0.05403	0.0000	4000	3981	19	0	2	7.6112	6.6438	1.9569	0.05367	0.0000	4000	3981	19	0	2
6.7123	7.5400	6.6630	2.2831	0.06025	0.0000	4000	3981	19	0	7	7.9704	6.6603	3.4247	0.05490	0.0000	4000	3981	19	0	7
6.7397	7.5343	6.6753	1.9569	0.07392	0.0000	4000	3981	19	0	6	7.0138	6.6781	2.1075	0.06575	0.0000	4000	3981	19	0	6
6.7671	7.8500	6.6932	2.2831	0.07181	0.0000	4000	3981	19	0	1	7.7042	6.6932	1.7123	0.06414	0.0000	4000	3981	19	0	1
6.7945	7.0280	6.7082	1.8265	0.05962	0.0000	4000	3981	19	0	3	7.8356	6.7082	3.4247	0.06921	0.0000	4000	3981	19	0	3
6.8219	7.5969	6.7178	3.0441	0.07296	0.0000	4000	3980	20	0	6	7.9829	6.7260	3.9139	0.06553	0.0000	4000	3980	20	0	6
6.8493	7.9064	6.7356	2.7397	0.07071	0.0000	4000	3981	19	0	4	7.6744	6.7384	2.1075	0.06052	0.0000	4000	3981	19	0	4
6.8767	7.6730	6.7466	2.2831	0.05077	0.0000	4000	3981	19	0	4	7.9279	6.7466	3.9139	0.06041	0.0000	4000	3981	19	0	4
6.9041	7.9354	6.7671	2.2831	0.05458	0.0000	4000	3980	20	0	4	8.1245	6.7671	2.7397	0.06463	0.0000	4000	3980	20	0	4
6.9315	8.4140	6.7753	5.4795	0.06197	0.0000	4000	3981	19	0	4	7.3432	6.7753	1.9569	0.06540	0.0000	4000	3981	19	0	4
6.9589	7.6671	6.7753	2.7397	0.05611	0.0000	4000	3978	22	0	7	7.2700	6.7945	1.8265	0.05408	0.0000	4000	3978	22	0	7
6.9863	6.2176	6.8068	1.1912	0.05195	0.0000	4000	3981	19	0	5	7.8831	6.8068	2.7397	0.05855	0.0000	4000	3981	19	0	5
7.0137	8.2001	6.8068	3.4247	0.05699	0.0000	4000	3981	19	0	2	7.6399	6.8151	2.2831	0.06079	0.0000	4000	3981	19	0	2
7.0411	7.3240	6.8260	1.8265	0.05551	0.0000	4000	3981	19	0	3	8.1202	6.8329	3.0441	0.06378	0.0000	4000	3981	19	0	3
7.0685	7.5169	6.8384	2.7397	0.05597	0.0000	4000	3981	19	0	2	7.5260	6.8397	2.4907	0.05841	0.0000	4000	3981	19	0	2
7.0959	8.0418	7.0904	2.4907	0.07773	0.0000	4000	3981	19	0	4	7.6307	7.0904	2.1075	0.08833	0.0000	4000	3981	19	0	4
7.1233	8.0132	7.1041	1.8265	0.07592	0.0000	4000	3981	19	0	8	7.4483	7.1027	2.2831	0.06899	0.0000	4000	3981	19	0	8
7.1507	8.0524	7.1164	2.4907	0.06625	0.0000	4000	3982	18	0	2	7.6362	7.1041	2.1075	0.07701	0.0000	4000	3982	18	0	2
7.1781	7.7940	7.1644	2.2831	0.05559	0.0000	4000	3982	18	0	5	8.3801	7.1548	2.7397	0.05315	0.0000	4000	3982	18	0	5
7.2055	7.9594	7.2014	1.5221	0.03255	0.0000	4000	3982	18	0	6	8.5170	7.2014	2.7397	0.04630	0.0000	4000	3982	18	0	6
7.2329	7.8683	7.2123	1.6116	0.02901	0.0000	4000	3983	17	0	6	8.4409	7.2014	1.9569	0.03268	0.0000	4000	3983	17	0	6
7.2603	7.4616	7.2260	2.2831	0.02649	0.0000	4000	3983	17	0	1	8.2595	7.2260	1.9569	0.03219	0.0000	4000	3983	17	0	1
7.2877	8.6346	7.2466	3.9139	0.03507	0.0000	4000	3982	18	0	3	8.5742	7.2438	2.7397	0.04173	0.0000	4000	3982	18	0	3
7.3151	7.9470	7.2575	2.2831	0.04682	0.0000	4000	3983	17	0	4	8.0838	7.2575	1.9569	0.03792	0.0000	4000	3983	17	0	4
7.3425	7.8294	7.3288	1.7123	0.05107	0.0000	4000	3983	17	0	6	7.9039	7.3288	1.7123	0.03523	0.0000	4000	3983	17	0	6
7.3699	8.4815	7.3288	2.1075	0.03934	0.0000	4000	3983	17	0	0	8.4598	7.3233	2.2831	0.04175	0.0000	4000	3983	17	0	0
7.3973	7.8763	7.3288	1.7123	0.04526	0.0000	4000	3983	17	0	2	8.6245	7.3507	2.4907	0.04545	0.0000	4000	3983	17	0	2
7.4247	8.1305	7.3699	2.1075	0.04419	0.0000	4000	3982	18	0	3	7.4054	7.3699	1.3699	0.03636	0.0000	4000	3982	18	0	3
7.4521	8.3717	7.4384	2.2831	0.03789	0.0000	4000	3983	17	0	3	7.9131	7.4384	1.6116	0.03874	0.0000	4000	3983	17	0	3
7.4795	7.8828	7.4630	1.7123	0.03984	0.0000	4000	3983	17	0	4	7.9570	7.4658	1.8265	0.06285	0.0000	4000	3983	17	0	4
7.5068	8.1864	7.4959	2.1075	0.04395	0.0000	4000	3982	18	0	5	8.2975	7.4973	1.6116	0.04049	0.0000	4000	3982	18	0	5
7.5342	8.8268	7.4836	3.4247	0.07967	0.0000	4000	3982	18	0	1	8.0445	7.4945	1.5221	0.07551	0.0000	4000	3982	18	0	1
7.5616	8.8325	7.5219	2.2831	0.07438	0.0000	4000	3981	19	0	3	8.9008	7.5260	2.4907	0.07674	0.0000	4000	3981	19	0	3
7.5890	9.1046	7.5397	3.0441	0.06926	0.0000	4000	3981	19	0	6	8.7952	7.5397	2.1075	0.05945	0.0000	4000	3981	19	0	6
7.6164	8.0665	7.5479	2.1075	0.04795	0.0000	4000	3981	19	0	5	8.2031	7.5438	1.8265	0.05315	0.0000	4000	3981	19	0	5
7.6438	8.6113	7.5644	3.9139	0.04748	0.0000	4000	3981	19	0	5	9.4802	7.5589	3.0441	0.05545	0.0000	4000	3981	19	0	5
7.6712	8.5692	7.6507	2.4907	0.06633	0.0000	4000	3981	19	0	3	8.5623	7.6534	2.7397	0.05329	0.0000	4000	3981	19	0	3
7.6986	9.4662	7.6918	4.5662	0.06759	0.0000	4000	3980	20	0	4	8.9023	7.6822	1.8265	0.06762	0.0000	4000	3980	20	0	4
7.7260	8.5794	7.7096	2.2831	0.07290	0.0000	4000	3981	19	0	3	8.9567	7.7096	2.1075	0.07584	0.0000	4000	3981	19	0	3
7.7534	8.9222	7.7274	4.5662	0.09575	0.0000	4000	3982	18	0	4	8.6944	7.7233	3.4247	0.09504	0.0000	4000	3982	18	0	4
7.7808	8.6550	7.7685	2.4907	0.08274	0.0000	4000	3981	19	0	3	8.0461	7.7534	2.2831	0.09822	0.0000	4000	3981	19	0	3
7.8082	8.5181	7.7671	2.4907	0.06748	0.0000	4000	3981	19	0	2	7.5679	7.7781	1.3046	0.07334	0.0000	4000	3981	19	0	2
7.8356	8.4923	7.7945	2.1075	0.08660	0.0000	4000	3981	19	0	5	7.9354	7.7507	2.1075	0.06767	0.0000	4000	3981	19	0	5
7.8630	8.1335	7.7849	2.2831	0.07830	0.0000	4000	3980	20	0	3	8.2477	7.8096	1.9569	0.07219	0.0000	4000	3980	20	0	3
7.8904	8.1519	7.7863	1.9569	0.09608	0.0000	4000	3981	19	0	0	8.5762	7.7863	1.9569	0.08696	0.0000	4000	3981	19	0	0
7.9178	8.8702	7.8315	1.9569	0.08523	0.0000	4000	3981	19	0	3	8.2074	7.7849	2.1075	0.07893	0.0000	4000	3981	19	0	3
7.9452	8.7695	7.7863	4.5662	0.08430	0.0000	4000	3981	19	0	5	8.6143	7.8452	2.1075	0.09496	0.0000	4000	3981	19	0	5
7.9726	8.5955	7.8616	2.2831	0.08545	0.0000	4000	3981	19	0	4	8.4030	7.8616	2.4907	0.09688	0.0000	4000	3981	19	0	4
8.0000	9.4604	7.8740	3.0441	0.07422	0.0000	4000	3981	19	0	2	8.9906	7.8616	1.9569	0.07038	0.0000	4000	3981	19	0	2
8.0274	8.8589	8.0137	3.0441	0.09055	0.0000	4000	3981	19	0	5	9.1579	8.0014	3.9139	0.08255	0.0000	4000	3981	19	0	5
8.0548	8.2027	8.0164	1.9569	0.09501	0.0000	4000	3981	19	0	2	8.7582	8.0301	2.7397	0.08477	0.0000	4000	3981	19	0	2
8.0822	8.3649	8.0685	2.7397	0.08384	0.0000	4000	3982	18	0	4	8.4756	8.0685	1.8265	0.06279	0.0000	4000	3982	18	0	4
8.1096	8.0565	8.0836	1.5221	0.07474	0.0000	4000	3982	18	0	2	8.8906	8.0493	3.0441	0.09452	0.0000	4000	3982	18	0	2
8.1370	8.9483	8.1000	2.7397	0.10756	0.0000	4000	3981	19	0	2	8.5677	8.0630	2.4907	0.08403	0.0000	4000	3981	19	0	2
8.1644	8.4028	8.0836	2.1075	0.07795	0.0000	4000	3982	18	0	2	8.3243	8.1027	2.4907	0.08060	0.0000	4000	3982	18	0	2
8.1918	9.5197	8.1767	4.5662	0.09496	0.0000	4000	3981	19	0	6	8.8360	8.1425	3.4247	0.10860	0.0000	4000	3981	19	0	6
8.2192	9.5688	8.1767	4.5662	0.10696	0.0000	4000	3982	18	0	0	8.8491	8.1740	2.1075	0.09726	0.0000	4000	3982	18	0	0
8.2466	9.1027	8.2041	2.1075	0.10734	0.0000	4000	3981	19	0	5	8.6913	8.1932	3.4247	0.11682	0.0000	4000	3981	19	0	5
8.2740	9.0530	8.2630	1.9569	0.10318	0.0000	4000	3980	20	0	8	9.3220	8.2630	3.9139	0.09989	0.0000	4000	3980	20	0	8
8.3014	10.0829	8.2767	3.4247	0.10937	0.0000	4000	3980	20	0	6	8.6814	8.2616	2.1075	0.08953	0.0000	4000	3980	20	0	6
8.3288	8.6393	8.2904	2.1075	0.07633	0.0000	4000	3979	21	0	5	8.0592	8.2904	1.3046	0.08630	0.0000	4000	3979	21	0	5
8.3562	8.3662	8.2904	1.9569	0.06616	0.0000	4000	3980	20	0	4	9.6076	8.3041	3.9139	0.05523	0.0000	4000	3980	20	0	4
8.3836	9.2473	8.3068	3.4247	0.06833	0.0000	4000	3981	19	0	4	9.0513	8.3082	2.2831	0.08679	0.0000	4000	3981	19	0	4
8.4110	8.9785	8.3110	1.9569	0.06616	0.0000	4000	3981	19	0	3	9.3003	8.3274	3.4247	0.07619	0.0000	4000	3981	19	0	3
8.4384	9.0066	8.3370	2.4907	0.05890	0.0000	4000	3981	19	0	4	9.0334	8.3370	2.7397	0.06526	0.0000	4000	3981	19	0	4
8.4658	9.4047	8.3466	3.9139	0.06564	0.0000	4000	3980	20	0	2	9.5960	8.3589	1.9569	0.05805	0.0000	4000	3980	20	0	2
8.4932	8.8437	8.3726	2.4907	0.07321	0.0000	4000	3980	20	0	2	8.7740	8.3726	2.2831	0.06932	0.0000	4000	3980	20	0	2
8.5205	8.9560	8.3753	1.5221	0.06041	0.0000	4000	3981	19	0	3	9.5573	8.3753	2.4907	0.06668	0.0000	4000	3981	19	0	3
8.5479	8.7676	8.5329	1.7123	0.06151	0.0000	4000	3980	20	0	4	9.1016	8.5329	2.1075	0.05655	0.0000	4000	3980	20	0	4
8.5753	8.9629	8.5425	2.1075	0.09956	0.0000	4000	3979	21	0	3	8.8183	8.5356	2.1075	0.09518	0.0000	4000	3979	21	0	3
8.6027	10.0619	8.5589	3.4247	0.09134	0.0000	4000	3979	21	0	5	10.1952	8.5603	4.5662	0.10296	0.0000	4000	3979	21	0	5
8.6301	10.1225	8.5726	3.9139	0.08548	0.0000	4000	3980	20	0	3	9.5999	8.5685	3.4247	0.08197	0.0000	4000	3980	20	0	3
8.6575	9.7801	8.5822	4.5662	0.08403	0.0000	4000	3979	21	0	4	9.2197	8.5877	2.7397	0.09868	0.0000	4000	3979	21	0	4
8.6849	9.5799	8.5753	3.4247	0.09123	0.0000	4000	3980	20	0	1	9.4165	8.5877	1.9569	0.07748	0.0000	4000	3980	20	0	1
8.7123	9.3079	8.6027	2.2831	0.07203	0.0000	4000	3980	20	0	2	9.0857	8.6027	1.8265	0.07948	0.0000	4000	3980	20	0	2
8.7397	9.0476	8.7288	2.2831	0.06800	0.0000	4000	3979	21	0	4	9.2140	8.7288	1.6116	0.06175	0.0000	4000	3979	21	0	4
8.7671	9.1005	8.7027	1.8265	0.06945	0.0000	4000	3980	20	0	1	8.7822	8.7274	1.7123	0.07756	0.0000	4000	3980	20	0	1
8.7945	9.2676	8.7548	1.9569	0.11203	0.0000	4000	3979	21	0	7	9.0789	8.7562	1.8265	0.08978	0.0000	4000	3979	21	0	7
8.8219	9.2607	8.7945	2.7397	0.11093	0.0000	4000	3980	20	0	1	9.9532	8.7945	1.8265	0.08156	0.0000	4000	3980	20	0	1
8.8493	9.7335	8.8233	2.1075	0.07282	0.0000	4000	3979	21	0	4	9.8034	8.8233	1.7123	0.07811	0.0000	4000	3979	21	0	4
8.8767	10.2766	8.8315	3.4247	0.06433	0.0000	4000	3980	20	0	7	9.6208	8.8329	2.1075	0.06038	0.0000	4000	3980	20	0	7
8.9041	10.4927	8.8507	2.4907	0.07441	0.0000	4000	3979	21	0	4	10.4068	8.8493	4.5662	0.07326	0.0000	4000	3979	21	0	4
8.9315	9.7937	8.8616	2.4907	0.06047	0.0000	4000	3980	20	0	3	9.3597	8.8301	1.9569	0.04981	0.0000	4000	3980	20	0	3
8.9589	9.8037	8.9288	2.2831	0.07529	0.0000	4000	3979	21	0	2	10.2671	8.9452	4.5662	0.07348	0.0000	4000	3979	21	0	2
8.9863	10.2711	8.9466	3.4247	0.06926	0.0000	4000	3980	20	0	7	9.2048	8.9452	2.7397	0.05816	0.0000	4000	3980	20	0	7
9.0137	9.7409	8.9712	2.4907	0.06937	0.0000	4000	3980	20	0	4	8.9398	8.9603	1.9569	0.06805	0.0000	4000	3980	20	0	4
9.0411	10.3319	8.9836	3.9139	0.06419	0.0000	4000	3980	20	0	4	9.8191	8.9822	2.4907	0.05836	0.0000	4000	3980	20	0	4
9.0685	9.5558	8.9918	1.8265	0.05485	0.0000	4000	3980	20	0	3	9.9845	8.9836	3.0441	0.04838	0.0000	4000	3980	20	0	3
9.0959	9.4267	9.0096	1.5221	0.06652	0.0000	4000	3980	20	0	3	10.0604	9.0096	2.4907	0.06521	0.0000	4000	3980	20	0	3
9.1233	10.5836	9.0151	2.1075	0.06934	0.0000	4000	3980	20	0	5	10.7703	9.0178	3.9139	0.05504	0.0000	4000	3980	20	0	5
9.1507	9.3010	9.0178	3.0441	0.05411	0.0000	4000	3980	20	0	2	9.0735	9.0329	1.9569	0.05849	0.0000	4000	3980	20	0	2
9.1781	10.4574	9.0329	3.9139	0.05830	0.0000	4000	3980	20	0	2	9.0626	9.0247	1.8265	0.05416	0.0000	4000	3980	20	0	2
9.2055	9.7055	9.0616	2.7397	0.05430	0.0000	4000	3980	20	0	4	9.8365	9.0589	2.1075	0.05507	0.0000	4000	3980	20	0	4
9.2329	10.2809	9.2233	2.4907	0.07501	0.0000	4000	3978	22	0	6	9.7356	9.2233	1.8265	0.05189	0.0000	4000	3978	22	0	6
9.2603	9.6085	9.2233	2.1075	0.05986	0.0000	4000	3980	20	0	0	8.6843	9.2151	1.8265	0.05038	0.0000	4000	3980	20	0	0
9.2877	10.5460	9.2466	3.4247	0.06953	0.0000	4000	3979	21	0	3	10.0836	9.2507	2.2831	0.07041	0.0000	4000	3979	21	0	3
9.3151	10.1275	9.2466	2.1075	0.08304	0.0000	4000	3980	20	0	4	9.8358	9.2603	2.2831	0.08751	0.0000	4000	3980	20	0	4
9.3425	10.7790	9.3123	3.0441	0.07734	0.0000	4000	3981	19	0	2	10.0900	9.3192	1.9569	0.06562	0.0000	4000	3981	19	0	2
9.3699	9.9318	9.3562	1.8265	0.07263	0.0000	4000	3981	19	0	6	10.2304	9.3562	2.1075	0.06926	0.0000	4000	3981	19	0	6
9.3973	10.5248	9.3753	3.4247	0.07677	0.0000	4000	3981	19	0	2	10.5591	9.3808	2.1075	0.06507	0.0000	4000	3981	19	0	2
9.4247	11.3148	9.4110	3.4247	0.08353	0.0000	4000	3981	19	0	2	11.1061	9.3849	3.9139	0.08468	0.0000	4000	3981	19	0	2
9.4521	10.6169	9.4260	1.7123	0.08663	0.0000	4000	3981	19	0	3	10.8242	9.4452	3.0441	0.06899	0.0000	4000	3981	19	0	3
9.4795	9.7672	9.4562	1.9569	0.12340	0.0000	4000	3979	21	0	4	11.3013	9.4616	1.9569	0.11614	0.0000	4000	3979	21	0	4
9.5068	10.2031	9.4726	1.8265	0.05567	0.0000	4000	3981	19	0	3	10.1951	9.4712	2.4907	0.08419	0.0000	4000	3981	19	0	3
9.5342	10.6911	9.4849	1.9569	0.08307	0.0000	4000	3981	19	0	1	10.9213	9.4849	1.9569	0.07123	0.0000	4000	3981	19	0	1
9.5616	9.6670	9.4959	1.7123	0.08688	0.0000	4000	3981	19	0	3	11.2659	9.4932	4.5662	0.07455	0.0000	4000	3981	19	0	3
9.5890	10.9394	9.5123	3.0441	0.07148	0.0000	4000	3980	20	0	2	9.8079	9.3712	1.7123	0.07762	0.0000	4000	3980	20	0	2
9.6164	9.4881	9.4562	1.7123	0.07164	0.0000	4000	3981	19	0	2	9.9735	9.5192	1.9569	0.09288	0.0000	4000	3981	19	0	2
9.6438	11.0293	9.5438	2.4907	0.11471	0.0000	4000	3979	21	0	6	10.5530	9.5438	2.4907	0.14814	0.0000	4000	3979	21	0	6
9.6712	9.6539	9.5548	1.9569	0.09058	0.0000	4000	3981	19	0	2	10.2751	9.5452	2.2831	0.07156	0.0000	4000	3981	19	0	2
9.6986	11.2621	9.5644	4.5662	0.09701	0.0000	4000	3981	19	0	4	10.7607	9.5644	1.9569	0.06759	0.0000	4000	3981	19	0	4
9.7260	11.3172	9.6973	2.4907	0.09718	0.0000	4000	3981	19	0	2	9.6958	9.7068	1.7123	0.05918	0.0000	4000	3981	19	0	2
9.7534	11.8402	9.7068	3.0441	0.09860	0.0000	4000	3981	19	0	0	10.9088	9.6973	2.7397	0.10981	0.0000	4000	3981	19	0	0
9.7808	10.7437	9.7781	1.8265	0.09956	0.0000	4000	3979	21	0	4	11.6957	9.7781	5.4795	0.09885	0.0000	4000	3979	21	0	4
9.8082	9.0114	9.7918	1.3699	0.10660	0.0000	4000	3981	19	0	3	10.7336	9.7918	2.1075	0.09482	0.0000	4000	3981	19	0	3
9.8356	10.8287	9.8082	1.8265	0.09260	0.0000	4000	3980	20	0	1	11.2824	9.7904	5.4795	0.09784	0.0000	4000	3980	20	0	1
9.8630	10.5897	9.8096	2.2831	0.09529	0.0000	4000	3980	20	0	3	10.3548	9.8192	1.7123	0.07718	0.0000	4000	3980	20	0	3
9.8904	10.5507	9.7918	2.1075	0.08252	0.0000	4000	3981	19	0	2	11.5652	9.8247	3.0441	0.08764	0.0000	4000	3981	19	0	2
9.9178	10.3926	9.8493	1.9569	0.06907	0.0000	4000	3980	20	0	6	10.1926	9.8493	1.6116	0.06578	0.0000	4000	3980	20	0	6
9.9452	11.7563	9.8575	4.5662	0.07997	0.0000	4000	3981	19	0	3	10.1251	9.8548	2.2831	0.07285	0.0000	4000	3981	19	0	3
9.9726	11.1189	9.8575	2.7397	0.06904	0.0000	4000	3981	19	0	1	10.1952	9.8562	1.4420	0.07518	0.0000	4000	3981	19	0	1
10.0000	10.0857	9.8877	1.9569	0.10614	0.0000	4000	3981	19	0	2	12.3245	9.8877	3.4247	0.12356	0.0000	4000	3981	19	0	2
